1.33200	-321

1.33600	-318

1.34000	-318

1.34400	-318

1.34800	-314

1.35200	-311

1.35600	-310

1.36000	-309

1.36400	-307

1.36800	-304

1.37200	-304

1.37600	-303

1.38000	-301

1.38400	-300

1.38800	-300

1.39200	-297

1.39600	-296

1.40000	-297

1.40400	-298

1.40800	-299

1.41200	-298

1.41600	-296

1.42000	-294

1.42400	-291

1.42800	-290

1.43200	-288

1.43600	-285

1.44000	-283

1.44400	-282

1.44800	-279

1.45200	-277

1.45600	-275

1.46000	-272

1.46400	-269

1.46800	-268

1.47200	-268

1.47600	-267

1.48000	-267

1.48400	-264

1.48800	-262

1.49200	-260

1.49600	-259

1.50000	-257

1.50400	-256

1.50800	-254

1.51200	-250

1.51600	-250

1.52000	-250

1.52400	-250

1.52800	-251

1.53200	-249

1.53600	-247

1.54000	-245

1.54400	-243

1.54800	-241

1.55200	-241

1.55600	-240

1.56000	-238

1.56400	-235

1.56800	-234

1.57200	-231

1.57600	-231

1.58000	-233

1.58400	-231

1.58800	-231

1.59200	-231

1.59600	-231

1.60000	-230

1.60400	-228

1.60800	-229

1.61200	-227

1.61600	-221

1.62000	-220

1.62400	-220

1.62800	-217

1.63200	-214

1.63600	-210

1.64000	-206

1.64400	-202

1.64800	-199

1.65200	-198

1.65600	-197

1.66000	-192

1.66400	-189

1.66800	-187

1.67200	-187

1.67600	-187

1.68000	-186

1.68400	-185

1.68800	-185

1.69200	-186

1.69600	-185

1.70000	-186

1.70400	-187

1.70800	-185

1.71200	-184

1.71600	-184

1.72000	-183

1.72400	-181

1.72800	-179

1.73200	-178

1.73600	-179

1.74000	-178

1.74400	-175

1.74800	-172

1.75200	-171

1.75600	-171

1.76000	-169

1.76400	-169

1.76800	-171

1.77200	-171

1.77600	-169

1.78000	-167

1.78400	-164

1.78800	-161

1.79200	-163

1.79600	-163

1.80000	-162

1.80400	-161

1.80800	-163

1.81200	-165

1.81600	-165

1.82000	-165

1.82400	-164

1.82800	-164

1.83200	-163

1.83600	-162

1.84000	-161

1.84400	-161

1.84800	-161

1.85200	-159

1.85600	-158

1.86000	-156

1.86400	-156

1.86800	-155

1.87200	-155

1.87600	-155

1.88000	-154

1.88400	-155

1.88800	-156

1.89200	-154

1.89600	-153

1.90000	-152

1.90400	-151

1.90800	-150

1.91200	-150

1.91600	-150

1.92000	-150

1.92400	-150

1.92800	-148

1.93200	-146

1.93600	-144

1.94000	-142

1.94400	-142

1.94800	-143

1.95200	-143

1.95600	-141

1.96000	-138

1.96400	-137

1.96800	-137

1.97200	-137

1.97600	-135

1.98000	-134

1.98400	-133

1.98800	-133

1.99200	-134

1.99600	-133

2.00000	-132

2.00400	-129

2.00800	-128

2.01200	-128

2.01600	-126

2.02000	-125

2.02400	-124

2.02800	-123

2.03200	-123

2.03600	-122

2.04000	-122

2.04400	-120

2.04800	-118

2.05200	-117

2.05600	-118

2.06000	-118

2.06400	-118

2.06800	-115

2.07200	-111

2.07600	-108

2.08000	-106

2.08400	-104

2.08800	-103

2.09200	-103

2.09600	-103

2.10000	-100

2.10400	-98

2.10800	-99

2.11200	-96

2.11600	-95

2.12000	-94

2.12400	-93

2.12800	-95

2.13200	-96

2.13600	-94

2.14000	-92

2.14400	-93

2.14800	-93

2.15200	-92

2.15600	-90

2.16000	-89

2.16400	-91

2.16800	-92

2.17200	-91

2.17600	-91

2.18000	-89

2.18400	-87

2.18800	-87

2.19200	-88

2.19600	-88

2.20000	-91

2.20400	-91

2.20800	-90

2.21200	-93

2.21600	-98

2.22000	-101

2.22400	-100

2.22800	-99

2.23200	-99

2.23600	-99

2.24000	-100

2.24400	-97

2.24800	-94

2.25200	-92

2.25600	-91

2.26000	-91

2.26400	-90

2.26800	-89

2.27200	-86

2.27600	-85

2.28000	-83

2.28400	-79

2.28800	-77

2.29200	-76

2.29600	-74

2.30000	-72

2.30400	-70

2.30800	-71

2.31200	-72

2.31600	-73

2.32000	-74

2.32400	-76

2.32800	-77

2.33200	-75

2.33600	-73

2.34000	-71

2.34400	-69

2.34800	-68

2.35200	-67

2.35600	-67

2.36000	-68

2.36400	-67

2.36800	-65

2.37200	-63

2.37600	-61

2.38000	-60

2.38400	-60

2.38800	-61

2.39200	-61

2.39600	-60

2.40000	-61

2.40400	-60

2.40800	-57

2.41200	-55

2.41600	-54

2.42000	-55

2.42400	-55

2.42800	-56

2.43200	-56

2.43600	-55

2.44000	-55

2.44400	-54

2.44800	-54

2.45200	-54

2.45600	-53

2.46000	-51

2.46400	-50

2.46800	-51

2.47200	-50

2.47600	-50

2.48000	-50

2.48400	-46

2.48800	-44

2.49200	-44

2.49600	-44

2.50000	-44

2.50400	-45

2.50800	-45

2.51200	-43

2.51600	-43

2.52000	-44

2.52400	-45

2.52800	-46

2.53200	-46

2.53600	-43

2.54000	-44

2.54400	-45

2.54800	-41

2.55200	-41

2.55600	-41

2.56000	-42

2.56400	-42

2.56800	-42

2.57200	-43

2.57600	-46

2.58000	-48

2.58400	-48

2.58800	-46

2.59200	-46

2.59600	-48

2.60000	-48

2.60400	-47

2.60800	-47

2.61200	-49

2.61600	-52

2.62000	-53

2.62400	-53

2.62800	-53

2.63200	-53

2.63600	-51

2.64000	-50

2.64400	-51

2.64800	-53

2.65200	-52

2.65600	-52

2.66000	-51

2.66400	-50

2.66800	-50

2.67200	-50

2.67600	-49

2.68000	-47

2.68400	-47

2.68800	-47

2.69200	-44

2.69600	-43

2.70000	-42

2.70400	-43

2.70800	-43

2.71200	-43

2.71600	-42

2.72000	-41

2.72400	-41

2.72800	-42

2.73200	-43

2.73600	-42

2.74000	-43

2.74400	-43

2.74800	-42

2.75200	-42

2.75600	-42

2.76000	-43

2.76400	-43

2.76800	-43

2.77200	-43

2.77600	-43

2.78000	-45

2.78400	-45

2.78800	-44

2.79200	-43

2.79600	-43

2.80000	-44

2.80400	-45

2.80800	-46

2.81200	-45

2.81600	-42

2.82000	-42

2.82400	-42

2.82800	-40

2.83200	-38

2.83600	-36

2.84000	-34

2.84400	-35

2.84800	-36

2.85200	-37

2.85600	-35

2.86000	-33

2.86400	-32

2.86800	-32

2.87200	-30

2.87600	-28

2.88000	-26

2.88400	-26

2.88800	-27

2.89200	-28

2.89600	-27

2.90000	-25

2.90400	-24

2.90800	-25

2.91200	-25

2.91600	-23

2.92000	-22

2.92400	-20

2.92800	-19

2.93200	-19

2.93600	-20

2.94000	-20

2.94400	-18

2.94800	-17

2.95200	-18

2.95600	-18

2.96000	-16

2.96400	-16

2.96800	-13

2.97200	-11

2.97600	-14

2.98000	-12

2.98400	-9

2.98800	-9

2.99200	-9

2.99600	-10

3.00000	-10

3.00400	-10

3.00800	-8

3.01200	-6

3.01600	-6

3.02000	-6

3.02400	-4

3.02800	-5

3.03200	-7

3.03600	-7

3.04000	-5

3.04400	-4

3.04800	-4

3.05200	-6

3.05600	-5

3.06000	-4

3.06400	-2

3.06800	0

3.07200	-0

3.07600	0

3.08000	0

3.08400	0

3.08800	2

3.09200	4

3.09600	6

3.10000	6

3.10400	7

3.10800	10

3.11200	8

3.11600	7

3.12000	9

3.12400	10

3.12800	11

3.13200	11

3.13600	11

3.14000	13

3.14400	15

3.14800	14

3.15200	11

3.15600	9

3.16000	8

3.16400	10

3.16800	14

3.17200	15

3.17600	13

3.18000	14

3.18400	13

3.18800	13

3.19200	14

3.19600	15

3.20000	15

3.20400	14

3.20800	13

3.21200	14

3.21600	14

3.22000	15

3.22400	14

3.22800	12

3.23200	10

3.23600	11

3.24000	15

3.24400	17

3.24800	19

3.25200	19

3.25600	19

3.26000	16

3.26400	15

3.26800	16

3.27200	15

3.27600	13

3.28000	12

3.28400	12

3.28800	13

3.29200	14

3.29600	16

3.30000	16

3.30400	16

3.30800	17

3.31200	15

3.31600	15

3.32000	13

3.32400	12

3.32800	12

3.33200	11

3.33600	12

3.34000	14

3.34400	15

3.34800	17

3.35200	19

3.35600	19

3.36000	17

3.36400	16

3.36800	17

3.37200	17

3.37600	16

3.38000	16

3.38400	16

3.38800	16

3.39200	17

3.39600	18

3.40000	19

3.40400	19

3.40800	21

3.41200	22

3.41600	20

3.42000	19

3.42400	19

3.42800	21

3.43200	22

3.43600	22

3.44000	22

3.44400	21

3.44800	21

3.45200	22

3.45600	22

3.46000	22

3.46400	22

3.46800	22

3.47200	22

3.47600	21

3.48000	19

3.48400	19

3.48800	18

3.49200	16

3.49600	16

3.50000	14

3.50400	13

3.50800	15

3.51200	14

3.51600	13

3.52000	13

3.52400	12

3.52800	11

3.53200	10

3.53600	10

3.54000	11

3.54400	10

3.54800	9

3.55200	10

3.55600	10

3.56000	8

3.56400	5

3.56800	3

3.57200	0

3.57600	-1

3.58000	-0

3.58400	-2

3.58800	-5

3.59200	-6

3.59600	-7

3.60000	-7

3.60400	-8

3.60800	-7

3.61200	-6

3.61600	-5

3.62000	-3

3.62400	-3

3.62800	-5

3.63200	-7

3.63600	-11

3.64000	-14

3.64400	-14

3.64800	-14

3.65200	-13

3.65600	-13

3.66000	-15

3.66400	-17

3.66800	-18

3.67200	-17

3.67600	-17

3.68000	-17

3.68400	-18

3.68800	-20

3.69200	-22

3.69600	-23

3.70000	-24

3.70400	-27

3.70800	-27

3.71200	-27

3.71600	-27

3.72000	-27

3.72400	-27

3.72800	-27

3.73200	-27

3.73600	-28

3.74000	-27

3.74400	-28

3.74800	-29

3.75200	-29

3.75600	-31

3.76000	-34

3.76400	-36

3.76800	-37

3.77200	-36

3.77600	-34

3.78000	-35

3.78400	-36

3.78800	-36

3.79200	-35

3.79600	-37

3.80000	-38

3.80400	-41

3.80800	-44

3.81200	-45

3.81600	-48

3.82000	-51

3.82400	-54

3.82800	-56

3.83200	-57

3.83600	-59

3.84000	-61

3.84400	-63

3.84800	-67

3.85200	-69

3.85600	-69

3.86000	-69

3.86400	-72

3.86800	-74

3.87200	-75

3.87600	-78

3.88000	-82

3.88400	-82

3.88800	-82

3.89200	-83

3.89600	-86

3.90000	-87

3.90400	-88

3.90800	-88

3.91200	-90

3.91600	-91

3.92000	-92

3.92400	-93

3.92800	-94

3.93200	-95

3.93600	-95

3.94000	-97

3.94400	-98

3.94800	-98

3.95200	-100

3.95600	-102

3.96000	-102

3.96400	-103

3.96800	-103

3.97200	-101

3.97600	-99

3.98000	-101

3.98400	-105

3.98800	-109

3.99200	-111

3.99600	-112

4.00000	-115

4.00400	-118

4.00800	-120

4.01200	-121

4.01600	-121

4.02000	-123

4.02400	-124

4.02800	-123

4.03200	-125

4.03600	-126

4.04000	-128

4.04400	-130

4.04800	-132

4.05200	-135

4.05600	-134

4.06000	-133

4.06400	-135

4.06800	-138

4.07200	-141

4.07600	-143

4.08000	-144

4.08400	-143

4.08800	-143

4.09200	-144

4.09600	-145

4.10000	-147

4.10400	-148

4.10800	-150

4.11200	-152

4.11600	-152

4.12000	-152

4.12400	-153

4.12800	-155

4.13200	-157

4.13600	-159

4.14000	-162

4.14400	-164

4.14800	-165

4.15200	-166

4.15600	-168

4.16000	-169

4.16400	-169

4.16800	-167

4.17200	-167

4.17600	-167

4.18000	-169

4.18400	-170

4.18800	-169

4.19200	-170

4.19600	-169

4.20000	-169

4.20400	-171

4.20800	-171

4.21200	-172

4.21600	-175

4.22000	-176

4.22400	-177

4.22800	-178

4.23200	-176

4.23600	-176

4.24000	-178

4.24400	-176

4.24800	-175

4.25200	-177

4.25600	-179

4.26000	-180

4.26400	-180

4.26800	-181

4.27200	-182

4.27600	-183

4.28000	-184

4.28400	-184

4.28800	-185

4.29200	-186

4.29600	-186

4.30000	-185

4.30400	-185

4.30800	-185

4.31200	-185

4.31600	-186

4.32000	-186

4.32400	-185

4.32800	-185

4.33200	-187

4.33600	-185

4.34000	-184

4.34400	-185

4.34800	-184

4.35200	-184

4.35600	-182

4.36000	-182

4.36400	-185

4.36800	-187

4.37200	-185

4.37600	-184

4.38000	-185

4.38400	-186

4.38800	-185

4.39200	-184

4.39600	-182

4.40000	-181

4.40400	-180

4.40800	-179

4.41200	-180

4.41600	-180

4.42000	-181

4.42400	-182

4.42800	-182

4.43200	-181

4.43600	-180

4.44000	-179

4.44400	-180

4.44800	-182

4.45200	-182

4.45600	-181

4.46000	-180

4.46400	-179

4.46800	-178

4.47200	-177

4.47600	-175

4.48000	-175

4.48400	-176

4.48800	-176

4.49200	-176

4.49600	-176

4.50000	-174

4.50400	-173

4.50800	-172

4.51200	-172

4.51600	-171

4.52000	-167

4.52400	-166

4.52800	-164

4.53200	-163

4.53600	-164

4.54000	-165

4.54400	-165

4.54800	-165

4.55200	-164

4.55600	-164

4.56000	-164

4.56400	-162

4.56800	-159

4.57200	-155

4.57600	-155

4.58000	-156

4.58400	-156

4.58800	-153

4.59200	-146

4.59600	-142

4.60000	-143

4.60400	-144

4.60800	-144

4.61200	-143

4.61600	-143

4.62000	-143

4.62400	-140

4.62800	-137

4.63200	-135

4.63600	-133

4.64000	-133

4.64400	-134

4.64800	-132

4.65200	-129

4.65600	-128

4.66000	-126

4.66400	-124

4.66800	-120

4.67200	-114

4.67600	-109

4.68000	-107

4.68400	-107

4.68800	-107

4.69200	-105

4.69600	-101

4.70000	-97

4.70400	-95

4.70800	-93

4.71200	-90

4.71600	-87

4.72000	-85

4.72400	-83

4.72800	-82

4.73200	-81

4.73600	-80

4.74000	-79

4.74400	-78

4.74800	-76

4.75200	-74

4.75600	-71

4.76000	-66

4.76400	-64

4.76800	-62

4.77200	-59

4.77600	-56

4.78000	-52

4.78400	-51

4.78800	-50

4.79200	-48

4.79600	-45

4.80000	-42

4.80400	-38

4.80800	-36

4.81200	-35

4.81600	-34

4.82000	-33

4.82400	-32

4.82800	-28

4.83200	-25

4.83600	-24

4.84000	-21

4.84400	-18

4.84800	-15

4.85200	-11

4.85600	-10

4.86000	-9

4.86400	-7

4.86800	-7

4.87200	-6

4.87600	-4

4.88000	-3

4.88400	-3

4.88800	-2

4.89200	-1

4.89600	-1

4.90000	0

4.90400	2

4.90800	2

4.91200	2

4.91600	2

4.92000	3

4.92400	4

4.92800	5

4.93200	6

4.93600	9

4.94000	11

4.94400	14

4.94800	17

4.95200	17

4.95600	17

4.96000	17

4.96400	13

4.96800	13

4.97200	15

4.97600	14

4.98000	13

4.98400	15

4.98800	13

4.99200	11

4.99600	11

5.00000	9

5.00400	7

5.00800	8

5.01200	7

5.01600	4

5.02000	3

5.02400	3

5.02800	5

5.03200	4

5.03600	3

5.04000	1

5.04400	-1

5.04800	-0

5.05200	-1

5.05600	-2

5.06000	0

5.06400	1

5.06800	-2

5.07200	-3

5.07600	-2

5.08000	-2

5.08400	-2

5.08800	-1

5.09200	-0

5.09600	2

5.10000	2

5.10400	5

5.10800	6

5.11200	4

5.11600	4

5.12000	7

5.12400	10

5.12800	9

5.13200	8

5.13600	9

5.14000	10

5.14400	9

5.14800	10

5.15200	10

5.15600	10

5.16000	11

5.16400	14

5.16800	14

5.17200	15

5.17600	16

5.18000	14

5.18400	14

5.18800	12

5.19200	13

5.19600	15

5.20000	18

5.20400	18

5.20800	17

5.21200	17

5.21600	17

5.22000	17

5.22400	15

5.22800	12

5.23200	8

5.23600	6

5.24000	1

5.24400	-5

5.24800	-13

5.25200	-21

5.25600	-28

5.26000	-30

5.26400	-29

5.26800	-28

5.27200	-25

5.27600	-21

5.28000	-17

5.28400	-9

5.28800	-1

5.29200	6

5.29600	15

5.30000	24

5.30400	29

5.30800	35

5.31200	40

5.31600	44

5.32000	50

5.32400	54

5.32800	57

5.33200	59

5.33600	62

5.34000	65

5.34400	66

5.34800	68

5.35200	72

5.35600	76

5.36000	77

5.36400	80

5.36800	84

5.37200	84

5.37600	84

5.38000	84

5.38400	85

5.38800	84

5.39200	84

5.39600	85

5.40000	87

5.40400	89

5.40800	91

5.41200	93

5.41600	94

5.42000	97

5.42400	101

5.42800	104

5.43200	108

5.43600	113

5.44000	115

5.44400	115

5.44800	115

5.45200	116

5.45600	118

5.46000	120

5.46400	124

5.46800	131

5.47200	135

5.47600	137

5.48000	140

5.48400	141

5.48800	142

5.49200	143

5.49600	142

5.50000	143

5.50400	144

5.50800	143

5.51200	141

5.51600	138

5.52000	134

5.52400	130

5.52800	127

5.53200	123

5.53600	121

5.54000	120

5.54400	118

5.54800	115

5.55200	109

5.55600	104

5.56000	102

5.56400	101

5.56800	99

5.57200	98

5.57600	97

5.58000	98

5.58400	100

5.58800	104

5.59200	109

5.59600	111

5.60000	114

5.60400	119

5.60800	122

5.61200	127

5.61600	131

5.62000	134

5.62400	136

5.62800	137

5.63200	137

5.63600	138

5.64000	138

5.64400	137

5.64800	137

5.65200	138

5.65600	139

5.66000	138

5.66400	136

5.66800	137

5.67200	137

5.67600	136

5.68000	135

5.68400	130

5.68800	128

5.69200	126

5.69600	123

5.70000	120

5.70400	116

5.70800	115

5.71200	112

5.71600	110

5.72000	109

5.72400	107

5.72800	105

5.73200	102

5.73600	99

5.74000	94

5.74400	89

5.74800	83

5.75200	78

5.75600	77

5.76000	74

5.76400	70

5.76800	64

5.77200	62

5.77600	62

5.78000	61

5.78400	59

5.78800	55

5.79200	53

5.79600	51

5.80000	49

5.80400	51

5.80800	50

5.81200	50

5.81600	52

5.82000	53

5.82400	55

5.82800	57

5.83200	58

5.83600	59

5.84000	63

5.84400	66

5.84800	68

5.85200	71

5.85600	72

5.86000	72

5.86400	74

5.86800	76

5.87200	77

5.87600	80

5.88000	83

5.88400	84

5.88800	85

5.89200	89

5.89600	92

5.90000	94

5.90400	100

5.90800	102

5.91200	102

5.91600	105

5.92000	105

5.92400	106

5.92800	108

5.93200	110

5.93600	113

5.94000	116

5.94400	118

5.94800	118

5.95200	120

5.95600	122

5.96000	125

5.96400	124

5.96800	123

5.97200	126

5.97600	132

5.98000	138

5.98400	142

5.98800	144

5.99200	146

5.99600	151

6.00000	157

6.00400	165

6.00800	172

6.01200	177

6.01600	181

6.02000	182

6.02400	185

6.02800	188

6.03200	191

6.03600	192

6.04000	191

6.04400	190

6.04800	191

6.05200	191

6.05600	191

6.06000	190

6.06400	186

6.06800	185

6.07200	183

6.07600	179

6.08000	177

6.08400	176

6.08800	175

6.09200	174

6.09600	173

6.10000	174

6.10400	177

6.10800	181

6.11200	185

6.11600	189

6.12000	195

6.12400	203

6.12800	210

6.13200	216

6.13600	222

6.14000	227

6.14400	233

6.14800	238

6.15200	244

6.15600	247

6.16000	249

6.16400	250

6.16800	252

6.17200	253

6.17600	254

6.18000	256

6.18400	256

6.18800	258

6.19200	260

6.19600	263

6.20000	266

6.20400	266

6.20800	266

6.21200	270

6.21600	272

6.22000	270

6.22400	271

6.22800	273

6.23200	275

6.23600	276

6.24000	276

6.24400	276

6.24800	277

6.25200	278

6.25600	281

6.26000	285

6.26400	288

6.26800	293

6.27200	299

6.27600	303

6.28000	308

6.28400	315

6.28800	324

6.29200	330

6.29600	336

6.30000	343

6.30400	348

6.30800	356

6.31200	365

6.31600	373

6.32000	382

6.32400	390

6.32800	394

6.33200	399

6.33600	404

6.34000	411

6.34400	418

6.34800	422

6.35200	426

6.35600	430

6.36000	434

6.36400	437

6.36800	440

6.37200	444

6.37600	447

6.38000	451

6.38400	456

6.38800	460

6.39200	461

6.39600	461

6.40000	463

6.40400	462

6.40800	461

6.41200	462

6.41600	460

6.42000	458

6.42400	458

6.42800	456

6.43200	455

6.43600	456

6.44000	455

6.44400	452

6.44800	446

